unique_name,sample,date,plantsp,bee,species,choice,plant,treatment,trytolegit,robbed,timetorob,timefeeding,flower#,notes,,
Aug-10_mertensia_7_flavifrons,MERFLAV007,Aug-10,mertensia,7,flavifrons,yes,3,mreu,no,yes,3.45,8.48,6,,,
Aug-10_mertensia_7_flavifrons,MERFLAV007,Aug-10,mertensia,7,flavifrons,yes,3,mreu,no,yes,5.17,6.55,7,,,
Aug-10_mertensia_7_flavifrons,MERFLAV007,Aug-10,mertensia,7,flavifrons,yes,3,mreu,no,yes,1.98,0.83,8,,,
Aug-10_mertensia_7_flavifrons,MERFLAV007,Aug-10,mertensia,7,flavifrons,yes,3,mreu,no,yes,0.65,3.43,9,,,
Aug-10_mertensia_7_flavifrons,MERFLAV007,Aug-10,mertensia,7,flavifrons,yes,3,mreu,no,yes,0.66,9.64,10,,,
Aug-10_mertensia_7_flavifrons,MERFLAV007,Aug-10,mertensia,7,flavifrons,yes,6,control,no,yes,1.65,1.58,11,,,
Aug-10_mertensia_7_flavifrons,MERFLAV007,Aug-10,mertensia,7,flavifrons,yes,6,control,no,yes,1.58,1.05,12,,,
Aug-10_mertensia_7_flavifrons,MERFLAV007,Aug-10,mertensia,7,flavifrons,yes,6,control,no,yes,1.87,7.37,13,,,
Aug-10_mertensia_7_flavifrons,MERFLAV007,Aug-10,mertensia,7,flavifrons,yes,6,control,no,yes,8.51,2.41,14,,,
Aug-10_mertensia_7_flavifrons,MERFLAV007,Aug-10,mertensia,7,flavifrons,yes,6,control,no,yes,1.95,0.95,15,,,
Aug-10_mertensia_7_flavifrons,MERFLAV007,Aug-10,mertensia,7,flavifrons,yes,6,control,no,yes,2.17,1.63,16,,,
Aug-10_mertensia_7_flavifrons,MERFLAV007,Aug-10,mertensia,7,flavifrons,yes,4,control,no,yes,1.1,2.25,17,,,
Aug-10_mertensia_7_flavifrons,MERFLAV007,Aug-10,mertensia,7,flavifrons,yes,5,mreu,no,yes,2.87,5.83,18,,,
Aug-10_mertensia_7_flavifrons,MERFLAV007,Aug-10,mertensia,7,flavifrons,yes,2,control,yes,no,na,na,1,>2min on decoy legit,,
Aug-10_mertensia_7_flavifrons,MERFLAV007,Aug-10,mertensia,7,flavifrons,yes,1,mreu,yes,no,na,na,2,pulling cotton ball,,
Aug-10_mertensia_8_flavifrons,MERFLAV008,Aug-10,mertensia,8,flavifrons,yes,6,control,yes,yes,23.67,18.29,1,no switcharoo,,
Aug-10_mertensia_8_flavifrons,MERFLAV008,Aug-10,mertensia,8,flavifrons,yes,6,control,no,yes,13.03,6.05,2,probing flower not finding hole,,
Aug-10_mertensia_8_flavifrons,MERFLAV008,Aug-10,mertensia,8,flavifrons,yes,6,control,yes,yes,25.05,2.58,3,visibly probing not finding,,
Aug-10_mertensia_8_flavifrons,MERFLAV008,Aug-10,mertensia,8,flavifrons,yes,6,control,no,yes,0.7,17.93,4,,,
Aug-10_mertensia_8_flavifrons,MERFLAV008,Aug-10,mertensia,8,flavifrons,yes,3,mreu,no,yes,1.89,13.93,6,,,
Aug-10_mertensia_8_flavifrons,MERFLAV008,Aug-10,mertensia,8,flavifrons,yes,3,mreu,no,yes,3.07,11.81,7,confusion if in or not,,
Aug-10_mertensia_8_flavifrons,MERFLAV008,Aug-10,mertensia,8,flavifrons,yes,3,mreu,no,yes,7.38,1.99,8,,,
Aug-10_mertensia_8_flavifrons,MERFLAV008,Aug-10,mertensia,8,flavifrons,yes,3,mreu,no,yes,4.78,16.39,9,,,
Aug-10_mertensia_8_flavifrons,MERFLAV008,Aug-10,mertensia,8,flavifrons,yes,3,mreu,no,yes,1.58,1.67,10,,,
Aug-10_mertensia_8_flavifrons,MERFLAV008,Aug-10,mertensia,8,flavifrons,yes,5,mreu,yes,yes,5.82,8.91,11,,,
Aug-10_mertensia_8_flavifrons,MERFLAV008,Aug-10,mertensia,8,flavifrons,yes,5,mreu,no,yes,3.8,13.35,12,,,
Aug-10_mertensia_8_flavifrons,MERFLAV008,Aug-10,mertensia,8,flavifrons,yes,5,mreu,no,yes,0.89,13.89,13,,,
Aug-10_mertensia_8_flavifrons,MERFLAV008,Aug-10,mertensia,8,flavifrons,yes,5,mreu,no,yes,1.3,2.54,14,,,
Aug-10_mertensia_8_flavifrons,MERFLAV008,Aug-10,mertensia,8,flavifrons,yes,4,control,no,yes,14.1,8,15,hole infront of her and missed,,
Aug-10_mertensia_8_flavifrons,MERFLAV008,Aug-10,mertensia,8,flavifrons,yes,4,control,no,yes,5.77,8.42,16,,,
Aug-10_mertensia_8_flavifrons,MERFLAV008,Aug-10,mertensia,8,flavifrons,yes,4,control,no,yes,5.15,10.85,17,,,
Aug-10_mertensia_8_flavifrons,MERFLAV008,Aug-10,mertensia,8,flavifrons,yes,2,control,no,yes,9.51,9.29,18,,,
Aug-10_mertensia_8_flavifrons,MERFLAV008,Aug-10,mertensia,8,flavifrons,yes,1,mreu,no,yes,1.68,3.6,19,,,
Aug-10_mertensia_8_flavifrons,MERFLAV008,Aug-10,mertensia,8,flavifrons,yes,6,control,yes,no,na,na,5,,,
Aug-10_mertensia_9_flavifrons,MERFLAV009,Aug-10,mertensia,9,flavifrons,no,na,na,na,na,na,na,na,,,
Aug-10_mertensia_10_flavifrons,MERFLAV010,Aug-10,mertensia,10,flavifrons,yes,1,mreu,yes,yes,13.13,10.92,1,,,
Aug-10_mertensia_10_flavifrons,MERFLAV010,Aug-10,mertensia,10,flavifrons,yes,1,mreu,no,yes,1.16,6.72,2,,,
Aug-10_mertensia_10_flavifrons,MERFLAV010,Aug-10,mertensia,10,flavifrons,yes,1,mreu,on,yes,2.57,6.77,3,,,
Aug-10_mertensia_10_flavifrons,MERFLAV010,Aug-10,mertensia,10,flavifrons,yes,3,mreu,no,yes,8.13,12.27,5,,,
Aug-10_mertensia_10_flavifrons,MERFLAV010,Aug-10,mertensia,10,flavifrons,yes,3,mreu,no,yes,1.8,2.1,6,,,
Aug-10_mertensia_10_flavifrons,MERFLAV010,Aug-10,mertensia,10,flavifrons,yes,3,mreu,no,yes,1,7.74,7,,,
Aug-10_mertensia_10_flavifrons,MERFLAV010,Aug-10,mertensia,10,flavifrons,yes,3,mreu,no,yes,0.9,3.2,8,,,
Aug-10_mertensia_10_flavifrons,MERFLAV010,Aug-10,mertensia,10,flavifrons,yes,3,mreu,no,yes,0.77,8.85,9,,,
Aug-10_mertensia_10_flavifrons,MERFLAV010,Aug-10,mertensia,10,flavifrons,yes,3,mreu,no,yes,7.97,4.69,10,biting flower,,
Aug-10_mertensia_10_flavifrons,MERFLAV010,Aug-10,mertensia,10,flavifrons,yes,1,mreu,no,yes,2.21,1.95,12,,,
Aug-10_mertensia_10_flavifrons,MERFLAV010,Aug-10,mertensia,10,flavifrons,yes,3,mreu,yes,yes,6.48,0.94,14,,,
Aug-10_mertensia_10_flavifrons,MERFLAV010,Aug-10,mertensia,10,flavifrons,yes,5,mreu,yes,yes,5.25,9.21,15,,,
Aug-10_mertensia_10_flavifrons,MERFLAV010,Aug-10,mertensia,10,flavifrons,yes,5,mreu,no,yes,3.78,1.59,16,,,
Aug-10_mertensia_10_flavifrons,MERFLAV010,Aug-10,mertensia,10,flavifrons,yes,6,control,yes,yes,8.09,6.74,17,,,
Aug-10_mertensia_10_flavifrons,MERFLAV010,Aug-10,mertensia,10,flavifrons,yes,2,control,yes,no,na,na,4,,,
Aug-10_mertensia_10_flavifrons,MERFLAV010,Aug-10,mertensia,10,flavifrons,yes,4,control,yes,no,na,na,na,,,
Aug-10_mertensia_10_flavifrons,MERFLAV010,Aug-10,mertensia,10,flavifrons,yes,1,mreu,yes,no,na,na,11,moved cotton to feed,,
Aug-10_mertensia_10_flavifrons,MERFLAV010,Aug-10,mertensia,10,flavifrons,yes,6,control,yes,no,na,na,13,,,
Aug-07_corydalis_1_bifarius,CORYBIF025,Aug-07,corydalis,1,bifarius,no,na,na,na,na,na,na,na,,,
Aug-07_corydalis_2_bifarius,CORYBIF026,Aug-07,corydalis,2,bifarius,yes,2,control,yes,yes,37.23,41.05,1,,,
Aug-07_corydalis_2_bifarius,CORYBIF026,Aug-07,corydalis,2,bifarius,yes,2,control,no,yes,2.4,13.79,2,,,
Aug-07_corydalis_2_bifarius,CORYBIF026,Aug-07,corydalis,2,bifarius,yes,2,control,no,yes,2.1,18.73,3,,,
Aug-07_corydalis_2_bifarius,CORYBIF026,Aug-07,corydalis,2,bifarius,yes,2,control,no,yes,1.86,5.55,4,,,
Aug-07_corydalis_2_bifarius,CORYBIF026,Aug-07,corydalis,2,bifarius,yes,2,control,no,yes,1.26,4.77,5,,,
Aug-07_corydalis_2_bifarius,CORYBIF026,Aug-07,corydalis,2,bifarius,yes,2,control,no,yes,3.04,5.35,6,,,
Aug-07_corydalis_2_bifarius,CORYBIF026,Aug-07,corydalis,2,bifarius,yes,2,control,no,yes,3.43,31.87,7,,,
Aug-07_corydalis_2_bifarius,CORYBIF026,Aug-07,corydalis,2,bifarius,yes,2,control,no,yes,1.01,40.81,8,,,
Aug-07_corydalis_2_bifarius,CORYBIF026,Aug-07,corydalis,2,bifarius,yes,2,control,no,yes,24.56,1.54,9,,,
Aug-07_corydalis_2_bifarius,CORYBIF026,Aug-07,corydalis,2,bifarius,yes,2,control,no,yes,1.12,0.76,10,,,
Aug-07_corydalis_2_bifarius,CORYBIF026,Aug-07,corydalis,2,bifarius,yes,2,control,no,yes,1.66,1.33,11,,,
Aug-07_corydalis_2_bifarius,CORYBIF026,Aug-07,corydalis,2,bifarius,yes,2,control,no,yes,1.15,2.38,12,,,
Aug-07_corydalis_2_bifarius,CORYBIF026,Aug-07,corydalis,2,bifarius,yes,2,control,no,yes,3.06,3.15,13,,,
Aug-07_corydalis_2_bifarius,CORYBIF026,Aug-07,corydalis,2,bifarius,yes,2,control,no,yes,2.18,17.68,14,,,
Aug-07_corydalis_2_bifarius,CORYBIF026,Aug-07,corydalis,2,bifarius,yes,2,control,no,yes,3.88,1.36,15,,,
Aug-07_corydalis_3_bifarius,CORYBIF027,Aug-07,corydalis,3,bifarius,no,na,na,na,na,na,na,na,,,
Aug-07_corydalis_4_flavifrons,CORYFLAV029,Aug-07,corydalis,4,flavifrons,yes,4,mreu,no,yes,3.6,29.44,1,,,
Aug-07_corydalis_4_flavifrons,CORYFLAV029,Aug-07,corydalis,4,flavifrons,yes,4,mreu,no,yes,9.78,2.6,2,,,
Aug-07_corydalis_4_flavifrons,CORYFLAV029,Aug-07,corydalis,4,flavifrons,yes,4,mreu,no,yes,2.49,24.73,3,,,
Aug-07_corydalis_4_flavifrons,CORYFLAV029,Aug-07,corydalis,4,flavifrons,yes,4,mreu,no,yes,4.81,19.17,4,,,
Aug-07_corydalis_4_flavifrons,CORYFLAV029,Aug-07,corydalis,4,flavifrons,yes,4,mreu,no,yes,2.08,13.63,5,,,
Aug-07_corydalis_4_flavifrons,CORYFLAV029,Aug-07,corydalis,4,flavifrons,yes,4,mreu,no,yes,6.29,3.06,6,,,
Aug-07_corydalis_4_flavifrons,CORYFLAV029,Aug-07,corydalis,4,flavifrons,yes,4,mreu,no,yes,2.47,19,7,,,
Aug-07_corydalis_4_flavifrons,CORYFLAV029,Aug-07,corydalis,4,flavifrons,yes,4,mreu,no,yes,2.25,15.01,8,,,
Aug-07_corydalis_4_flavifrons,CORYFLAV029,Aug-07,corydalis,4,flavifrons,yes,4,mreu,no,yes,0.72,13.02,9,,,
Aug-07_corydalis_4_flavifrons,CORYFLAV029,Aug-07,corydalis,4,flavifrons,yes,4,mreu,no,yes,2.03,13.94,10,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,1,control,yes,yes,39.03,21.79,1,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,1,control,no,yes,5.45,10.99,2,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,1,control,no,yes,5.75,23.19,3,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,1,control,no,yes,3.71,29.16,4,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,1,control,no,yes,1.02,0.77,5,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,1,control,no,yes,4.81,14.12,6,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,1,control,no,yes,2.44,9.32,7,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,1,control,no,yes,3.44,2.03,8,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,1,control,no,yes,2.21,12.53,9,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,1,control,yes,yes,9.86,4.95,10,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,1,control,no,yes,3.55,1.25,11,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,1,control,no,yes,10.35,1.1,12,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,1,control,no,yes,3.74,8.92,14,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,1,control,no,yes,2.15,2.77,15,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,2,control,no,yes,11.11,2.18,16,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,2,control,no,yes,1.41,8.23,17,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,2,control,yes,yes,10.58,1.81,18,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,2,control,no,yes,1.65,4.71,19,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,2,control,no,yes,1.19,0.82,20,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,4,mreu,no,yes,1.55,1.67,13,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,6,mreu,yes,yes,4.46,6.01,21,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,6,mreu,no,yes,3.16,8.24,22,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,6,mreu,no,yes,1.56,6.26,23,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,6,mreu,no,yes,1.31,0.85,24,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,2,control,no,no,na,na,na,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,2,control,yes,no,na,na,na,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,2,control,yes,no,na,na,na,,,
Aug-07_corydalis_5_bifarius,CORYBIF028,Aug-07,corydalis,5,bifarius,yes,5,mreu,yes,no,na,na,na,,,
Aug-07_corydalis_6_bifarius,CORYBIF029,Aug-07,corydalis,6,bifarius,yes,6,mreu,yes,yes,8.66,16.41,1,,,
Aug-07_corydalis_6_bifarius,CORYBIF029,Aug-07,corydalis,6,bifarius,yes,6,mreu,no,yes,1.47,17.46,2,,,
Aug-07_corydalis_6_bifarius,CORYBIF029,Aug-07,corydalis,6,bifarius,yes,6,mreu,no,yes,2.62,11.84,3,,,
Aug-07_corydalis_6_bifarius,CORYBIF029,Aug-07,corydalis,6,bifarius,yes,6,mreu,no,yes,5.63,1.95,4,,,
Aug-07_corydalis_6_bifarius,CORYBIF029,Aug-07,corydalis,6,bifarius,yes,6,mreu,no,yes,2.28,16.62,5,,,
Aug-07_corydalis_6_bifarius,CORYBIF029,Aug-07,corydalis,6,bifarius,yes,6,mreu,no,yes,4.28,11.04,6,,,
Aug-07_corydalis_6_bifarius,CORYBIF029,Aug-07,corydalis,6,bifarius,yes,6,mreu,no,yes,2.22,17.23,7,,,
Aug-07_corydalis_6_bifarius,CORYBIF029,Aug-07,corydalis,6,bifarius,yes,6,mreu,no,yes,19.42,9.18,8,,,
Aug-07_corydalis_6_bifarius,CORYBIF029,Aug-07,corydalis,6,bifarius,yes,6,mreu,no,yes,4.86,9.11,9,,,
Aug-07_corydalis_6_bifarius,CORYBIF029,Aug-07,corydalis,6,bifarius,yes,6,mreu,no,yes,1.92,0.77,10,,,
Aug-07_corydalis_6_bifarius,CORYBIF029,Aug-07,corydalis,6,bifarius,yes,6,mreu,no,yes,1.03,5.07,11,,,
Aug-07_corydalis_6_bifarius,CORYBIF029,Aug-07,corydalis,6,bifarius,yes,6,mreu,no,yes,3.07,4.06,12,,,
Aug-07_corydalis_6_bifarius,CORYBIF029,Aug-07,corydalis,6,bifarius,yes,3,control,yes,no,na,na,na,,,
Aug-07_corydalis_7_bifarius,CORYBIF030,Aug-07,corydalis,7,bifarius,no,na,na,na,na,na,na,na,,,
Aug-07_corydalis_8_bifarius,CORYBIF031,Aug-07,corydalis,8,bifarius,no,na,na,na,na,na,na,na,,,
Aug-07_corydalis_9_bifarius,CORYBIF032,Aug-07,corydalis,9,bifarius,no,na,na,na,na,na,na,na,,,
Aug-07_corydalis_10_bifarius,CORYBIF033,Aug-07,corydalis,10,bifarius,no,na,na,na,na,na,na,na,escaped,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,2,control,yes,yes,5.23,3.4,7,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,2,control,no,yes,1.5,8.4,9,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,3,control,no,yes,4.28,1.18,24,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,1,control,no,yes,0.58,11.36,25,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,1,control,no,yes,2.51,4,26,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,1,control,no,yes,3.31,3.76,27,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,1,control,no,yes,4.12,8.05,28,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,1,control,no,yes,1.83,5.75,29,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,1,control,no,yes,2.98,1.07,30,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,1,control,no,yes,1.04,1.12,31,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,6,mreu,yes,yes,7.14,15.13,1,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,6,mreu,yes,yes,7.27,0.8,2,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,4,mreu,no,yes,4.67,7.3,3,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,4,mreu,no,yes,8.22,7.99,4,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,4,mreu,no,yes,5.47,5.23,5,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,4,mreu,no,yes,6.7,1.6,6,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,6,mreu,no,yes,0.62,1.83,8,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,5,mreu,no,yes,6.36,9.35,10,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,5,mreu,no,yes,4.16,5.86,11,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,5,mreu,no,yes,3.7,11.99,12,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,6,mreu,no,yes,3.75,2.52,13,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,6,mreu,no,yes,3.38,1.32,14,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,6,mreu,no,yes,0.84,1.8,15,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,5,mreu,yes,yes,5.38,11.84,16,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,5,mreu,no,yes,2.14,2.05,17,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,5,mreu,no,yes,1.93,1.92,18,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,5,mreu,no,yes,1.26,7.42,19,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,5,mreu,no,yes,10.62,1.3,20,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,6,mreu,no,yes,1.04,1.32,21,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,6,mreu,no,yes,0.7,4.98,22,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,6,mreu,no,yes,1.31,4.35,23,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,3,control,yes,no,na,na,na,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,3,control,yes,no,na,na,na,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,5,mreu,yes,no,na,na,na,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,6,mreu,yes,no,na,na,na,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,5,mreu,yes,no,na,na,na,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,5,mreu,yes,no,na,na,na,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,6,mreu,yes,no,na,na,na,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,6,mreu,yes,no,na,na,na,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,4,mreu,yes,no,na,na,na,,,
Aug-07_corydalis_11_bifarius,CORYBIF034,Aug-07,corydalis,11,bifarius,yes,4,mreu,yes,no,na,na,na,,,
Aug-04_corydalis_1_flavifrons,CORYFLAV023,Aug-04,corydalis,1,flavifrons,no,na,na,na,na,na,na,na,,,
Aug-04_corydalis_2_bifarius,CORYBIF019,Aug-04,corydalis,2,bifarius,yes,4,mreu,yes,yes,12.9,18.74,1,,,
Aug-04_corydalis_2_bifarius,CORYBIF019,Aug-04,corydalis,2,bifarius,yes,4,mreu,no,yes,4.34,2.63,2,,,
Aug-04_corydalis_2_bifarius,CORYBIF019,Aug-04,corydalis,2,bifarius,yes,4,mreu,yes,yes,8.87,15.1,3,,,
Aug-04_corydalis_2_bifarius,CORYBIF019,Aug-04,corydalis,2,bifarius,yes,4,mreu,no,yes,1.41,15.61,4,,,
Aug-04_corydalis_2_bifarius,CORYBIF019,Aug-04,corydalis,2,bifarius,yes,4,mreu,no,yes,2.59,1.85,5,,,
Aug-04_corydalis_2_bifarius,CORYBIF019,Aug-04,corydalis,2,bifarius,yes,4,mreu,no,yes,2.08,1.66,6,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,yes,yes,154.7,38.51,1,2min34.7secstofindrobbinghole,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,3.33,27.99,2,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,4.82,6.35,3,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,11.61,13.58,4,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,12.92,45.35,5,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,3.45,39.81,6,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,6.83,1.83,7,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,yes,yes,5.77,1.41,8,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,1,1.78,9,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,6.8,0.67,10,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,yes,yes,9.45,1.88,12,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,7.16,22.14,13,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,3.8,1.42,14,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,7.26,2.82,15,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,1.78,7.22,16,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,no,yes,2.41,2.25,17,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,5,control,yes,yes,2.78,3.9,18,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,5,control,no,yes,4.57,9.38,19,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,5,control,no,yes,3.05,4.69,20,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,5,control,no,yes,4.66,5.15,21,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,5,control,no,yes,8.26,1.68,22,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,5,control,no,yes,0.77,2.27,23,,,
Aug-04_corydalis_3_flavifrons,CORYFLAV024,Aug-04,corydalis,3,flavifrons,yes,3,control,yes,no,na,na,na,5min47secondstryingtolegit,,
